"","sim","stv","halflife","alpha","sigma2","rho","theta_1","theta_2","delta_cont"
"34",34,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.42107969615608,7.77385260337557,16.4656984277756
"35",35,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.43446204718202,-2.67867412834952,15.0222945871004
"36",36,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.9927712418139,0.337432667015573,18.7306971363123
"37",37,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.14795726537704,-10.0995189621942,15.5547224151281
"38",38,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,8.30869497265667,9.89705921737827,14.2950313027328
"39",39,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.60472951177508,7.8674564152044,16.6791909868756
"40",40,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.814582856372,-5.54992834736915,14.758787600318
"41",41,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.65087964385748,0.106690306181272,14.7725376400341
"42",42,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.83379261568189,-3.53383680706342,13.3030275247634
"43",43,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.33810708299279,8.48554168675594,15.751869800006
"44",44,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.4167316807434,-1.32993240355778,19.0703713451856
"45",45,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.92580401990563,-7.29303546719224,15.8066720922027
"46",46,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.58641869667917,-5.05773215312085,13.8152227856861
"47",47,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.51198981143534,1.44326857618973,18.5551516155327
"48",48,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.60923581663519,-7.38681065527496,15.7992962522766
"49",49,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.52515308652073,-7.72175486024942,16.8695167235285
"50",50,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,8.22534803301096,14.5447472307659,18.3896827519644
"51",51,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.87076337449253,-10.9498334322781,15.8220842802253
"52",52,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.96079134382308,2.53240452451612,15.7227652892183
"53",53,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.16317345574498,10.5482720184916,19.8274918084139
"54",54,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.82713149487972,-3.75750051278728,14.4201768806775
"55",55,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.46288080140948,-3.60615478262364,18.9124519104546
"56",56,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.7213764488697,11.2198745912558,13.9802007911106
"57",57,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.39726266823709,3.7793155496141,15.7973079262246
"58",58,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.79721654485911,-6.16131740673455,14.7745309693124
"59",59,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.63783622533083,-7.87772771132314,15.7246268601012
"60",60,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.10005007870495,-7.41793817562421,13.8362183499377
"61",61,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.484991515986621,-1.22219955973039,14.9678878819703
"62",62,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.81057660840452,4.22166974963055,14.1049523204456
"63",63,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.29425297956914,-0.0809699746488013,19.563073484498
"64",64,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.63754039164633,-1.97221605787655,18.3821755672399
"65",65,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.67833258863539,1.5761414107786,20.0953730321258
"66",66,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.45218544732779,10.2281304993786,15.806652229701
"67",67,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.65263722836971,-2.98667027324758,14.2200342432302
"68",68,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.61945561971515,-8.6145576472979,15.0963262829078
"69",69,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.7273193821311,-1.89051343437752,16.4166605924324
"70",70,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.69860953092575,-7.3579860181082,14.9683304250448
"71",71,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.483452724292874,-4.19900802010039,18.4950435472417
"72",72,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.95367160253227,0.925837639713519,13.9733973371646
"73",73,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.45831396430731,3.94339294909305,18.6477705224661
"74",74,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.87677068356425,-8.15603495852079,17.3804954254279
"75",75,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.93778400868177,11.3114635044636,15.2960185047068
"76",76,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.22207949403673,4.81277712488671,12.0366981671825
"77",77,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.20079648401588,-3.80111360218172,16.867077593034
"78",78,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.14695611223578,13.5010927279085,17.7066894885813
"79",79,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.05598838627338,7.79367862959186,14.3917846912079
"80",80,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.82298510149121,8.81641902790332,15.0224350218744
"81",81,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.99525130912662,3.16689934136983,17.0587388811301
"82",82,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.99421796388924,6.03973127772251,13.2155074407335
"83",83,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-0.0736956764012575,5.32717844290005,19.9627807239017
"84",84,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.96964387595654,19.1741389189788,20.9526558950889
"85",85,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.06356878578663,-3.20822226358553,15.463666299187
"86",86,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.88171224016696,2.13078150709725,17.9968754376278
"87",87,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.25422164332122,-1.8781132295097,14.9651856798221
"88",88,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.70677135325968,3.61075693733934,14.0823602836564
"89",89,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.62391135375947,-1.42119304386069,18.1161665648126
"90",90,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.46848940290511,4.35016158042649,15.8245653063007
"91",91,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.30266502872109,-8.67580972187215,16.9607420785444
"92",92,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.17814647313207,-3.13332798766017,14.1658982875416
"93",93,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.00874481443316,-4.23636253793013,15.9550985565103
"94",94,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.18074893485755,-3.07499723594868,14.3992403010058
"95",95,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.04143249243498,2.81390391917307,17.3518354502017
"96",96,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.96892872173339,-7.84858807245263,16.8812936646872
"97",97,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.63547532726079,2.71569427262652,15.0897951059349
"98",98,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.77882089838386,2.46484670144243,14.7406776084074
"99",99,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.08369102329016,7.0514746345836,12.9878139915612
"100",100,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.72166524082422,2.86893638900104,16.0518239719902
"101",101,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.37482271157205,10.3964686847113,19.7223141631195
"102",102,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.33521356247365,13.7926045486037,19.1850960553213
"103",103,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.07206902187318,7.0525300574139,15.0747797310473
"104",104,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.29874258581549,16.6459146927981,17.7344276488015
"105",105,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.89332832302898,5.99890768452756,16.2601872117909
"106",106,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,8.02713108249009,5.85785257553553,15.0088449160126
"107",107,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.28830800298601,-3.40763591766052,15.3910633192689
"108",108,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.07913202792406,-0.255666179147648,21.5019275390945
"109",109,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.34087029192597,5.12885894695717,16.4054088602349
"110",110,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.907507017254829,4.26952407630697,19.2522714998286
"111",111,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.83084654249251,2.39088548025745,14.984247650105
"112",112,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.51933279260993,-8.08335692562656,20.9071996231746
"113",113,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.39418613631278,3.22902474236838,15.5369884570544
"114",114,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.20703748892993,1.71831892848938,17.5188374236901
"115",115,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.41730927862227,1.12411944139147,14.3533333582712
"116",116,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.23681705724448,-3.39458915248082,18.7249393482024
"117",117,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.21929067373276,-5.48605202677339,14.1809018950739
"118",118,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.83346191607416,4.00203435527417,15.7891548196855
"119",119,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.4650639090687,-2.51374978375295,17.9037436177586
"120",120,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.25385256763548,-4.84585658021533,16.8025681160464
"121",121,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.2298682583496,-4.0856467051055,17.4084774519789
"122",122,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.11253243405372,3.96808416632155,15.3914704877117
"123",123,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.90682600531727,2.97098198542033,18.2850421024951
"124",124,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.60303888842463,10.0836858639644,17.3450469973693
"125",125,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-0.521260993555188,6.2122709626022,16.2261429544685
"126",126,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.06528275366873,3.09244919123696,13.8759570802839
"127",127,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.87666079122573,-1.55093079076888,20.866001205202
"128",128,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.21989775076509,-6.54487476121777,20.9438164022683
"129",129,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.516328155063093,-0.586220023054171,13.3214660786926
"130",130,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.85733941476792,-11.6317382097082,15.918501428237
"131",131,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.54935043957084,5.38601234799044,14.5498873512278
"132",132,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.59125580545515,-0.433767670619821,20.2691811942138
"133",133,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.919612655416131,-0.824825895534913,15.5577399934802
"134",134,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.4677120000124,-2.48546027871695,13.8483467636273
"135",135,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.21152351610363,-4.79824266610481,15.5284019831876
"136",136,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.81818713154644,-0.841565053142212,14.9079600068675
"137",137,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.992451925762,-3.64949404103011,16.4440996092751
"138",138,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.70860422682017,-6.87304903625203,12.9993059507327
"139",139,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.95190206728876,-5.47843809206414,17.0994319166155
"140",140,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.81946303136647,-6.01842798238362,14.9437302607525
"141",141,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.81010547839105,5.15240969276465,17.6269685888719
"142",142,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.876938961446285,7.38014463130591,21.3229651397678
"143",143,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-4.59095628466457,-5.31774883984116,13.5531420598394
"144",144,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.33914189040661,-9.00973126408903,14.0154595426941
"145",145,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.13424991350621,-5.37881704944884,13.3764300794428
"146",146,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-0.360479140654206,-5.20656125770737,18.8136854567607
"147",147,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.36708011943847,-2.57926947201774,18.1993375909901
"148",148,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.88680704310536,15.0674567547532,16.6002760827736
"149",149,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.61827820725739,10.7132886648978,16.9606384888794
"150",150,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.38723420817405,6.57431594764324,18.5761518301636
"151",151,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.60929048713297,11.9253578435781,17.1734198086378
"152",152,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.51117007154971,12.7664548347553,21.3101349931749
"153",153,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,6.18381160311401,6.30074007803189,13.349292770158
"154",154,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.51435137819499,-6.03396820699351,15.5436124900365
"155",155,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.68671289924532,-4.76627801468941,14.0806202665216
"156",156,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.40164383593947,9.86466005528847,15.8084737620851
"157",157,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.46275236457586,-8.2817074553443,16.2509404636744
"158",158,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-7.63534620869905,-14.3141053620844,17.1558807497511
"159",159,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.84963485226035,0.557423906361,15.1828539298809
"160",160,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.96044729929417,-7.99562967233775,13.2362294734046
"161",161,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.20683434791863,9.57464947510716,16.1874080365331
"162",162,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.62465559039265,3.07714657459144,13.6974305966493
"163",163,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.92329937685281,4.00306907301785,16.1599717506483
"164",164,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.18512277118862,9.88121650310763,17.4081543235365
"165",165,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.37699487060308,-2.72738036216241,15.0438054796419
"166",166,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.76519362255931,-7.22443454965672,13.5540113987047
"167",167,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.82882712967694,-6.93446623084075,17.1825656074201
"168",168,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.7970724273473,8.58096624005903,17.931648465455
"169",169,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.85576927475631,5.81451347707877,15.2811027634216
"170",170,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,7.25819900631905,9.86600268481928,19.589865444286
"171",171,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.448444681242108,7.03017021275359,19.4180607616417
"172",172,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.57655216846615,-0.30199416664719,15.2649094832439
"173",173,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.39862048439682,-11.0460795615685,20.0085823231979
"174",174,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.83559207897633,-5.10893350720995,16.1523791818685
"175",175,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.67398028075695,-1.58932558901206,16.1216993074391
"176",176,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.5135660553351,-0.700674567988895,16.1431948138962
"177",177,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-1.08746702317148,2.09357573714278,17.3949561717283
"178",178,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.27573151048273,4.37086832793118,13.4678799973263
"179",179,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.7487048888579,-7.07665627703873,17.5028140812137
"180",180,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,0.239769206382334,-0.0159317386631063,13.4848927489409
"181",181,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,9.47355223819613,12.6632109436914,16.4220129760764
"182",182,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,4.7685806080699,8.28970540388111,17.8372577702759
"183",183,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-0.029031103476882,6.34197326415857,18.5822019383577
"184",184,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,8.31140818540007,14.8931848113585,16.8146020834515
"185",185,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.5926017947495,-10.6720111360076,20.6813202897057
"186",186,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-8.69791730772704,-3.5980472920886,17.8058057921083
"187",187,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-3.15118276979774,-8.01313837671762,15.9028560487121
"188",188,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-6.02980223484337,0.927037891561831,19.2560840279709
"189",189,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,1.45464232657105,-0.305580576202541,14.0737173223186
"190",190,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-0.511852060444653,2.75016860825027,16.6683908920605
"191",191,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.51523422822356,-5.73583397108964,13.628023504393
"192",192,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.69053363054991,-11.4757292166551,19.3859075891915
"193",193,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.12036800291389,-11.6338055805552,14.9398933185387
"194",194,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-5.78637073282152,-0.276900864219779,16.5330773695188
"195",195,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,5.58440249878913,7.89034268481376,14.6173225725223
"196",196,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-2.48661901336163,3.78912251575064,18.0326064363832
"197",197,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.95914158318192,5.95161786279261,16.0054758679898
"198",198,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,2.25440722890198,3.87213638736365,15.6027818951554
"199",199,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,3.93718652427197,4.28098270659638,14.840337916036
"200",200,6.19891858,0.1,6.93147180559945,85.9352587249532,0.927865316756908,-9.73821401130408,-13.262551121281,14.5968215271192
"201",1,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,3.30816549248993,-3.01649754837496,22.8145979162117
"202",2,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-0.743084424175322,-0.525246110319197,20.8691534796991
"203",3,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,0.485501852817833,0.240682175033569,21.0613131451906
"204",4,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-3.01735751330853,-10.4234562852464,23.9005393164669
"205",5,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-8.96574282087386,-7.88536584536393,20.6295289361536
"206",6,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-3.30759027507156,-3.19361332460126,20.0774318266667
"207",7,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-0.257901824079454,-0.808653155768721,19.2138062597374
"208",8,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,5.21753744687885,13.9412110109857,23.5208122205728
"209",9,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,7.15401409193873,1.95949945649431,26.3986862375154
"210",10,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,2.84531755372882,-2.27535130585029,27.893733418075
"211",11,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,2.94072348624468,1.59326666165543,22.4551459048086
"212",12,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-1.11408065538853,-5.0580906035332,21.3289119407957
"213",13,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,-8.30705440603197,-8.15531137040093,19.9184685059902
"214",14,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,4.29923298768699,-0.42781982339511,19.0587589840986
"215",15,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,4.16329903993756,4.80296335786287,20.3980363365131
"216",16,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,5.64878443721682,2.77525375171097,18.8160354300613
"217",17,12.39783716,0.1,6.93147180559945,171.870517449906,0.927865316756908,7.29967233259231,6.14912590996128,22.4705357444856
