"","X","alpha_1","alpha_2","alpha_3","halflife_1","halflife_2","halflife_3","sigma2_1","sigma2_2","sigma2_3","stv_1","stv_2","stv_3","rho_1","rho_2","rho_3","theta_1","theta_2","theta_3","sim","state"
"39",39,0.0113032458919384,0.00796593178080838,0.009635862500622,61.3228436492129,87.0139488552845,71.9341087022778,0.636121128964605,0.156413431753618,0.138341705215764,28.1388698010319,9.81764820849027,7.17848066049272,0.783636348246008,0.70214080980478,0.74874571517866,-2.73388716888699,4.6394619468551,-2.40807599756464,20,"sd"
"40",40,0.00421321927339553,0.00421321927339553,0.00421321927339553,164.517233873119,164.517233873119,164.517233873119,0.113181664432488,0.113181664432488,0.113181664432488,13.4317320186937,13.4317320186937,13.4317320186937,0.520100607772162,0.520100607772162,0.520100607772162,-9.99619686976075,-9.99619686976075,-9.99619686976075,20,"sx"
"41",41,0.00377955168243602,0.00775672697103081,0.0180947254857135,183.394020984308,89.3607810547741,38.3065872487102,0.158279467016144,0.242017151877388,0.549826728245984,20.9389208449888,15.6004686500668,15.1930110429167,0.48783548911608,0.695227787708202,0.863525514164002,-5.85980197768972,0.344876903421706,-2.50093047045159,21,"sd"
"42",42,0.00722311223714402,0.00722311223714402,0.00722311223714402,95.9623992820596,95.9623992820596,95.9623992820596,0.120964804512211,0.120964804512211,0.120964804512211,8.37345458168042,8.37345458168042,8.37345458168042,0.6762851428331,0.6762851428331,0.6762851428331,6.58045922871679,6.58045922871679,6.58045922871679,21,"sx"
"43",43,0.0127376422530418,0.00369471595310467,0.011200998427909,54.4172278346425,187.604998424166,61.8826245732582,0.117939345505076,0.113576183366927,0.1786643088597,4.6295595041112,15.370083222702,7.9753742494299,0.807120037451925,0.481136300919442,0.781757422144105,-0.861585667721729,-5.03885597373794,-0.73751457352324,22,"sd"
"44",44,0.00404651447407595,0.00404651447407595,0.00404651447407595,171.29487241442,171.29487241442,171.29487241442,0.0427240832324059,0.0427240832324059,0.0427240832324059,5.27912151385079,5.27912151385079,5.27912151385079,0.508077022622597,0.508077022622597,0.508077022622597,-0.659621795639396,-0.659621795639396,-0.659621795639396,22,"sx"
"45",45,0.00859269030943694,0.0340910721700053,0.00594507686082198,80.6670734774062,20.3322200341297,116.591794654125,0.133617821492093,0.509749007271263,0.145557488584137,7.77508653752753,7.47628300936456,12.2418508617912,0.721302144051363,0.927514806587959,0.621832801345085,2.04915620855792,0.719281450549302,-2.98969412165364,23,"sd"
"46",46,0.0047824001988889,0.0047824001988889,0.0047824001988889,144.937092617424,144.937092617424,144.937092617424,0.138051206096958,0.138051206096958,0.138051206096958,14.4332553065123,14.4332553065123,14.4332553065123,0.557893101491398,0.557893101491398,0.557893101491398,-2.31754447799176,-2.31754447799176,-2.31754447799176,23,"sx"
"47",47,0.00544165586068988,0.00416466770605682,0.00461384009160883,127.377989035872,166.435170698463,150.232163836924,0.122194980144907,0.0484478101184297,0.207467433020154,11.2277386950941,5.81652769655192,22.4831624959731,0.596101955483276,0.51664601321206,0.547199993935092,3.92646240654739,1.99304311485761,-5.42392871401492,24,"sd"
"48",48,0.00553111121523025,0.00553111121523025,0.00553111121523025,125.31788886315,125.31788886315,125.31788886315,0.12825025223617,0.12825025223617,0.12825025223617,11.5935340337241,11.5935340337241,11.5935340337241,0.600877988681061,0.600877988681061,0.600877988681061,-1.31620756350458,-1.31620756350458,-1.31620756350458,24,"sx"
"49",49,0.0243183437753252,0.0253973508839264,0.00853522400293895,28.5030587183019,27.292105532102,81.2101920607207,0.417706575796725,0.545495638594038,0.121665759689653,8.58830230495703,10.7392231789669,7.12727396772243,0.898390737720505,0.902705777842274,0.71963614082742,-4.31410401668491,0.496876974492276,-6.96954473559186,25,"sd"
"50",50,0.0037907949652143,0.0037907949652143,0.0037907949652143,182.850084723788,182.850084723788,182.850084723788,0.0720813528111806,0.0720813528111806,0.0720813528111806,9.50741908658012,9.50741908658012,9.50741908658012,0.488713446769315,0.488713446769315,0.488713446769315,-4.8761503957212,-4.8761503957212,-4.8761503957212,25,"sx"
"51",51,0.0124435120708823,0.0101903221867867,0.00994354159553444,55.7035004757142,68.0201438045516,69.7082798820122,0.306425108686598,0.406308313778671,0.461702290246317,12.3126456156872,19.9359895757521,23.2161894135216,0.802705788325481,0.761429440064372,0.755930923139366,-3.62371896712336,1.37677702997301,0.796102977617227,26,"sd"
"52",52,0.0046767525362315,0.0046767525362315,0.0046767525362315,148.211216050033,148.211216050033,148.211216050033,0.0816581301189083,0.0816581301189083,0.0816581301189083,8.73021712035119,8.73021712035119,8.73021712035119,0.551238101943335,0.551238101943335,0.551238101943335,-9.15405120700598,-9.15405120700598,-9.15405120700598,26,"sx"
"53",53,0.00438238618679715,0.00432881835430374,0.00485330517574701,158.166613122366,160.123877656085,142.819615799919,0.153942293164022,0.207516121140051,0.232681453385772,17.5637525542368,23.9691417097391,23.9714426519612,0.531843540751443,0.528173726817309,0.562272808484568,-3.6338753730406,0.51444501013674,1.82921298185855,27,"sd"
"54",54,0.00477011603495046,0.00477011603495046,0.00477011603495046,145.310339514025,145.310339514025,145.310339514025,0.034452158238782,0.034452158238782,0.034452158238782,3.61124949438885,3.61124949438885,3.61124949438885,0.557127301287654,0.557127301287654,0.557127301287654,2.3352648736909,2.3352648736909,2.3352648736909,27,"sx"
"55",55,0.00553694960025222,0.00368939609643773,0.0035492497954962,125.185748580477,187.875511992114,195.293997463777,0.304477573347085,0.0595776914757563,0.111524896153989,27.4950645508148,8.07417933971377,15.7110519940732,0.601186528867578,0.480711779317572,0.469335782326304,2.76628790637671,3.28681696529064,-4.4149094058401,28,"sd"
"56",56,0.00872970553385475,0.00872970553385475,0.00872970553385475,79.4009806942336,79.4009806942336,79.4009806942336,0.288363740092482,0.288363740092482,0.288363740092482,16.516235225471,16.516235225471,16.516235225471,0.725204731708691,0.725204731708691,0.725204731708691,-7.73618889972568,-7.73618889972568,-7.73618889972568,28,"sx"
"57",57,0.00658583323963534,0.00446161681758385,0.00682438995387628,105.248213147639,155.357846471296,101.569105113379,0.223484170180824,0.0592953751803202,0.096427031728575,16.9670383419243,6.64505465223155,7.06488289651473,0.650896433234004,0.537190618843756,0.660780995384134,-5.6953800835831,7.02600775997592,-1.01847107561345,29,"sd"
"58",58,0.00394973408314947,0.00394973408314947,0.00394973408314947,175.492113131636,175.492113131636,175.492113131636,0.106808488085864,0.106808488085864,0.106808488085864,13.5209720246149,13.5209720246149,13.5209720246149,0.500882788680582,0.500882788680582,0.500882788680582,-6.8356013763696,-6.8356013763696,-6.8356013763696,29,"sx"
"59",59,0.0178108088553254,0.0264376833454218,0.00361804561773768,38.9172207837544,26.2181512465984,191.580553092462,0.297704577171129,2.09753163902091,0.0381328395620372,8.35741317503713,39.6693539977689,5.2698118806309,0.861361173586974,0.90653323640171,0.474966753006007,3.80023327869426,3.79533048871251,6.58596494719055,30,"sd"
"60",60,0.00979772775828719,0.00979772775828719,0.00979772775828719,70.7457073374653,70.7457073374653,70.7457073374653,0.359382907030698,0.359382907030698,0.359382907030698,18.3401149683263,18.3401149683263,18.3401149683263,0.752572729731299,0.752572729731299,0.752572729731299,-9.8897254280746,-9.8897254280746,-9.8897254280746,30,"sx"
"61",61,0.0182808249473521,0.0107488777272837,0.00434360431218641,37.9166247998203,64.4855396206191,159.578803855419,0.195992869569106,0.162579511479551,0.197832872432981,5.36061337859629,7.56262726232703,22.7728929955638,0.864908352577291,0.773073875520839,0.529191133162294,-4.46250685342446,0.935613183226158,-5.51301397075556,31,"sd"
"62",62,0.00435684807665864,0.00435684807665864,0.00435684807665864,159.093722884993,159.093722884993,159.093722884993,0.0863608739479849,0.0863608739479849,0.0863608739479849,9.91093474324414,9.91093474324414,9.91093474324414,0.530099533346571,0.530099533346571,0.530099533346571,-3.48723387811333,-3.48723387811333,-3.48723387811333,31,"sx"
"63",63,0.0207335015616278,0.00523426799689513,0.00622868838869645,33.4312647817664,132.424855007636,111.283008123803,0.740989099125306,0.179330871899855,0.102011944639958,17.8693670464395,17.1304633242156,8.18887848243337,0.880843115758547,0.584668985578491,0.635172216267795,4.93272234507684,3.68133948730818,-0.678871066698602,32,"sd"
"64",64,0.00896630945994126,0.00896630945994126,0.00896630945994126,77.3057391847466,77.3057391847466,77.3057391847466,0.293403690001238,0.293403690001238,0.293403690001238,16.3614523518331,16.3614523518331,16.3614523518331,0.731720627481629,0.731720627481629,0.731720627481629,3.42822829261422,3.42822829261422,3.42822829261422,32,"sx"
"65",65,0.00485122666548472,0.0115409790213216,0.00483444233273731,142.880806929001,60.0596517227333,143.376863938612,0.0573394129146456,0.384099863807981,0.111694942465156,5.90978497486021,16.640696733716,11.5519986357882,0.562145397737838,0.787890657990236,0.561114383621379,7.34379871164999,-4.64609034807608,1.73987702405334,33,"sd"
"66",66,0.00403643113981504,0.00403643113981504,0.00403643113981504,171.722780979166,171.722780979166,171.722780979166,0.131544626929442,0.131544626929442,0.131544626929442,16.294670015784,16.294670015784,16.294670015784,0.507334925087506,0.507334925087506,0.507334925087506,6.90992094110698,6.90992094110698,6.90992094110698,33,"sx"
"67",67,0.0241289884712427,0.00720658075822809,0.00407362843355529,28.7267400946396,96.1825314686922,170.154738426891,0.642950722988882,0.182527515143349,0.284508710215553,13.3232009239666,12.6639471107674,34.9207978656078,0.897593780178649,0.6756663190862,0.510064011567742,4.27466107871983,2.06033695820898,-2.18846032822759,34,"sd"
"68",68,0.0184048543687901,0.0184048543687901,0.0184048543687901,37.6611065032573,37.6611065032573,37.6611065032573,0.741687084664635,0.741687084664635,0.741687084664635,20.1492244872729,20.1492244872729,20.1492244872729,0.86581470244921,0.86581470244921,0.86581470244921,5.18374847713858,5.18374847713858,5.18374847713858,34,"sx"
"69",69,0.00509680437508811,0.00949601286368747,0.0143799171843538,135.99642629956,72.9934963768345,48.2024459302261,0.143060630424115,0.091276948761742,1.01199408025901,14.0343458269027,4.80606703423828,35.1877575957154,0.57680235590972,0.745352325219857,0.828666494112078,-8.12205012346445,0.103064385190457,-2.1142179416403,35,"sd"
"70",70,0.00552555416964334,0.00552555416964334,0.00552555416964334,125.443920967783,125.443920967783,125.443920967783,0.147818818469292,0.147818818469292,0.147818818469292,13.3759270048775,13.3759270048775,13.3759270048775,0.600583958020074,0.600583958020074,0.600583958020074,9.49563028290868,9.49563028290868,9.49563028290868,35,"sx"
"71",71,0.00544324745944764,0.00496810244635333,0.00423076967073143,127.340743870991,139.519502273696,163.834771094998,0.150928735485568,0.175630066955363,0.318581176564332,13.8638502667748,17.6757694564329,37.6504987695601,0.596187735032423,0.569219737840991,0.521339989899019,2.66048124935612,0.0791901306851232,5.52811307608842,36,"sd"
"72",72,0.0068794538537096,0.0068794538537096,0.0068794538537096,100.756134905416,100.756134905416,100.756134905416,0.0910905658090212,0.0910905658090212,0.0910905658090212,6.6204794556404,6.6204794556404,6.6204794556404,0.662995990876618,0.662995990876618,0.662995990876618,9.03691578656435,9.03691578656435,9.03691578656435,36,"sx"
"73",73,0.014944101042234,0.00505776172223181,0.00815749586797847,46.3826615332042,137.046230848156,84.9705831026937,0.144951172166658,0.0773233935932759,0.0838331637517921,4.84977891132449,7.64403285878362,5.13841288482117,0.835034595910075,0.574524679282053,0.708235947842567,-6.41899992293414,-2.16022763199663,4.407422334339,37,"sd"
"74",74,0.00850644446826897,0.00850644446826897,0.00850644446826897,81.4849474590173,81.4849474590173,81.4849474590173,0.249783821646263,0.249783821646263,0.249783821646263,14.6820344609322,14.6820344609322,14.6820344609322,0.71879519485253,0.71879519485253,0.71879519485253,1.62884107790887,1.62884107790887,1.62884107790887,37,"sx"
"75",75,0.00900081444515392,0.00785170123770598,0.0044548386161462,77.0093845155467,88.2798720398665,155.594229170882,0.243909880782291,0.205607342243549,0.120606175598688,13.5493228012057,13.0931715318056,13.5365370096192,0.732647988071702,0.69840017416734,0.536736904958144,-2.30896024871519,-7.42010444446763,-0.650435429642335,38,"sd"
"76",76,0.00672093760400424,0.00672093760400424,0.00672093760400424,103.132512366575,103.132512366575,103.132512366575,0.338043981438184,0.338043981438184,0.338043981438184,25.1485731125358,25.1485731125358,25.1485731125358,0.656552782269816,0.656552782269816,0.656552782269816,-4.18734672944993,-4.18734672944993,-4.18734672944993,38,"sx"
"77",77,0.00951514250258115,0.00450117240358276,0.00531428257268795,72.8467472107661,153.992586466634,130.43099817881,0.147576326121041,0.0847983212568234,0.142253310608367,7.75481429106333,9.41958157271729,13.38405595324,0.745821356246722,0.539824588210231,0.589140895475148,-7.68649579505758,7.05245445238997,5.17775516997395,39,"sd"
"78",78,0.00878755776293822,0.00878755776293822,0.00878755776293822,78.878250278287,78.878250278287,78.878250278287,0.132417585848233,0.132417585848233,0.132417585848233,7.53437925647033,7.53437925647033,7.53437925647033,0.726823657828723,0.726823657828723,0.726823657828723,8.77484915778041,8.77484915778041,8.77484915778041,39,"sx"
"79",79,0.00370635173683696,0.00873726398396434,0.0053642239212135,187.016028098694,79.3322923322554,129.216675280614,0.0595831137074705,0.120149785421939,0.0962498222134968,8.0379734491038,6.87570992718384,8.97145827869571,0.482062995039343,0.725417208484764,0.591893050012156,-6.21785630638343,-3.28867540964901,-3.96108624338428,40,"sd"
"80",80,0.0222877501618391,0.0222877501618391,0.0222877501618391,31.0999170183963,31.0999170183963,31.0999170183963,0.369862374525383,0.369862374525383,0.369862374525383,8.29743630110001,8.29743630110001,8.29743630110001,0.889140835132745,0.889140835132745,0.889140835132745,-8.08383183553815,-8.08383183553815,-8.08383183553815,40,"sx"
"81",81,0.00545785705072551,0.0138893061423158,0.0188815678741651,126.999878178892,49.9050977390564,36.710255481927,0.110400034015054,0.167333761465478,0.177736616680278,10.1138627293636,6.02383444323656,4.70661699983793,0.596973752633835,0.822730535296407,0.869189176701694,1.15714501589851,3.88762765143492,-3.12871984214464,41,"sd"
"82",82,0.0118953493727801,0.0118953493727801,0.0118953493727801,58.2704348428858,58.2704348428858,58.2704348428858,0.133634187515806,0.133634187515806,0.133634187515806,5.6170770327099,5.6170770327099,5.6170770327099,0.793949525076075,0.793949525076075,0.793949525076075,-8.20454640313983,-8.20454640313983,-8.20454640313983,41,"sx"
"83",83,0.00677150578550705,0.00377410145013358,0.0169831744293321,102.362340447745,183.658862836189,40.8137585493317,0.108134714771688,0.0872208518372683,0.65305941674626,7.98453979047964,11.5551811457242,19.2266592875105,0.658630544576976,0.487409068617943,0.8546478297096,-4.95464131860972,-1.27019596536744,-1.67088061575199,42,"sd"
"84",84,0.00677933796438688,0.00677933796438688,0.00677933796438688,102.244081088917,102.244081088917,102.244081088917,0.0668547811927432,0.0668547811927432,0.0668547811927432,4.93077506564386,4.93077506564386,4.93077506564386,0.658950469887627,0.658950469887627,0.658950469887627,7.09568943362683,7.09568943362683,7.09568943362683,42,"sx"
"85",85,0.0137312392607693,0.0039219340117709,0.0230717648065713,50.4795792569351,176.736064013215,30.0430932081331,0.708516400263123,0.0907458567962869,0.480784291565431,25.7994339333734,11.5690188213177,10.4193219633657,0.820732959843285,0.498786409517682,0.892904478307923,-4.7694603580677,5.31502886361918,1.20175139456878,43,"sd"
"86",86,0.00793099047567845,0.00793099047567845,0.00793099047567845,87.3973033614885,87.3973033614885,87.3973033614885,0.632693160073064,0.632693160073064,0.632693160073064,39.8873988068269,39.8873988068269,39.8873988068269,0.70100517676704,0.70100517676704,0.70100517676704,1.03394668549299,1.03394668549299,1.03394668549299,43,"sx"
