"","sim","stv","halflife","theta","alpha","sigma2","rho"
"102",102,14.893374050987,0.826512844722772,7.68350708764046,0.838640542594882,24.9803745903765,0.515216258854982
"103",103,18.2052347723636,0.26189969038343,1.74396003130823,2.64661321113116,96.3644297205635,0.812028732404464
"104",104,17.4072069433961,0.538362478945849,-0.0240602297708392,1.28751019557896,44.8239128323508,0.641227023623273
"105",105,21.5063529256281,0.292629946196577,3.93183096777648,2.36868163894039,101.883406591015,0.790761606451371
"106",106,7.71818570900519,0.202611389406974,8.95386640448123,3.4210672094433,52.808864090943,0.854002842250217
"107",107,11.489357961415,0.942965203981323,-0.00837814062833786,0.735071853800529,16.8910073113504,0.476168519820394
"108",108,15.6324244634259,0.421324190708832,-9.39255907200277,1.64516350080398,51.4357883126069,0.707397371108172
"109",109,12.6261550818969,0.92011202398093,-6.75268753431737,0.753329119166376,19.0233005726068,0.483392757014646
"110",110,16.4057002203776,0.273195247872485,-1.33893558755517,2.53718608196097,83.2486285279321,0.804163952611664
"111",111,14.9832275476208,0.693476887941948,2.68342741299421,0.999524558946757,29.9522078122691,0.567526400499857
"112",112,19.8434576371937,0.153143300832166,3.12955671921372,4.52613452102346,179.628317256338,0.889543398426727
"113",113,10.7000206942261,0.543612112050993,8.11360117513686,1.2750767784492,27.2866958322673,0.638480466997863
"114",114,6.51637353231302,0.336938266983819,-9.77717828936875,2.05719340449161,26.810881303756,0.760920863505702
"115",115,14.2424836008231,0.700680296785683,-2.87877066060901,0.989248853920547,28.178721158193,0.564455807559084
"116",116,24.3049110190641,0.280932429930837,-6.7590367468074,2.46730924133818,119.935463134478,0.798807790587944
"117",117,8.61280550669963,0.478873033667106,4.08672870136797,1.44745502842784,24.9332972790867,0.673669999319672
"118",118,10.313986554605,0.858584744418988,-4.96037357486784,0.807313646166639,16.6532441838238,0.503888487817545
"119",119,17.9220560278354,0.886365522709162,-7.58714985568076,0.782010539445795,28.0304734046107,0.494439546525566
"120",120,21.7283625952034,0.995479954893628,5.15716488007456,0.69629446293975,30.2586771275747,0.46030828993505
"121",121,10.9069307050125,0.56935705891373,9.98672279994935,1.21742089556665,26.5566506935594,0.625278161251599
"122",122,23.6997619262693,0.712734077044771,-5.16566385515034,0.972518647395058,46.0969208242406,0.559382171503886
"123",123,21.7499147971651,0.572507078080152,-4.09210180863738,1.21072246457519,52.6662208950485,0.623692959461214
"124",124,24.0499051711276,0.782286132030745,-1.22900114394724,0.886053263862159,42.618993944906,0.531616507453763
"125",125,15.9665561520412,0.638384817474361,-7.09958090446889,1.08578268402786,34.6724203868895,0.591998939462248
"126",126,11.0469843545867,0.359895384679027,-9.55524580553174,1.92596851770725,42.5522881650769,0.745904090807629
"127",127,11.62283689551,0.293941269173563,-8.27389529906213,2.35811453937305,54.8159613441275,0.789863655286296
"128",128,8.86734357014222,0.45217809887215,1.68617426883429,1.53290745900528,27.185634200467,0.689027489555702
"129",129,20.940124142689,0.666522501602119,5.58930322062224,1.03994565658898,43.553182301247,0.579277915542627
"130",130,13.3162110005492,0.740021520193087,9.91461162921041,0.93665813985935,24.9454748514981,0.548188088743942
"131",131,10.6114418146477,0.535662417524628,-4.2333472147584,1.29400002293063,27.4624119029624,0.642646925552897
"132",132,18.5355958978257,0.788228941822733,7.77579816523939,0.879372912845707,32.5994019120039,0.529358242441191
"133",133,14.9767823046503,0.201114632747912,0.597252179868519,3.44652783882102,103.235794297878,0.855073680174328
"134",134,19.9523411548599,0.268880420348795,1.31252736318856,2.57790128288548,102.870331719364,0.807162098148112
"135",135,18.090717988203,0.102125670772614,-2.51909028273076,6.78719831474357,245.570581284066,0.926331994377804
"136",136,15.0615708594366,0.729590734131718,-3.7377531407401,0.950049319615957,28.6184702947105,0.552420008225396
"137",137,7.02859359134375,0.267886227935626,-5.72440452408046,2.58746851565102,36.372529253817,0.807854004641086
"138",138,20.1995270962258,0.21173002037792,-2.26581168826669,3.27373123245697,132.25564547155,0.847488052652114
"139",139,16.9676851090746,0.945739383429084,-7.98090289812535,0.73291563479858,24.8717634055597,0.475305219149123
"140",140,22.8190076721425,0.827308862541948,-9.47061225771904,0.837833621690231,38.2370636826567,0.51492949323463
"141",141,11.2417256425541,0.783023708077788,1.20771441608667,0.885218638221725,19.902770129128,0.531335287346723
"142",142,21.4562097281215,0.947331812178694,-4.95864558499306,0.731683631488982,31.3983149037223,0.474810985492091
"143",143,20.9971497856145,0.88409170725771,9.51057798694819,0.784021810033667,32.924446760931,0.495200647710594
"144",144,16.4660293044362,0.301174845953648,5.00004175119102,2.30147766280131,75.7923972783831,0.784925606113319
"145",145,16.8488770616249,0.48228653062559,-7.61886383872479,1.4372103232094,48.4307600949069,0.671742141422625
"146",146,13.6858480457815,0.359517909651057,-4.06914439983666,1.92799068405995,52.7723750714534,0.746148367420511
"147",147,19.533257947215,0.280742943598578,5.08993934839964,2.46897454188927,96.4542331836602,0.798938649197519
"148",148,9.10909222903347,0.805066771269226,-3.91252617351711,0.860980983561358,15.6855103734087,0.523052863425879
"149",149,9.58365239753939,0.297163525048358,4.06138659920543,2.33254461646041,44.7085936118168,0.78766074073208
"150",150,8.3401334592747,0.955717380128812,-2.33924326952547,0.725263759948074,12.0975931022846,0.472224132794082
"151",151,18.0733213896025,0.491537874155394,-8.64585760980844,1.41016026842484,50.9725594841804,0.666558056875322
"152",152,16.9172061152514,0.288362434725843,8.3886759262532,2.40373605257893,81.3289964962768,0.793689594965978
"153",153,15.2511941383682,0.863413303607716,-0.275764237158,0.80279881913294,24.4872812892984,0.502222443902884
"154",154,9.96453149453607,0.475109143609802,0.69435438606888,1.45892199694059,29.0749483731719,0.675805180883193
"155",155,8.36279194064917,0.371634608247215,0.99654613994062,1.86513087096253,31.1954028318828,0.738352557891312
"156",156,22.4046713929056,0.565147416521594,6.25604009255767,1.22648916069753,54.9581732247774,0.627406800486776
"157",157,18.4966871617783,0.286199668175858,0.178498574532568,2.4219007135048,89.5942796691717,0.795176792067516
"158",158,21.7690527581403,0.761873355711881,7.27766984608024,0.909793176731165,39.6106713265136,0.53950676088831
"159",159,13.6130313984547,0.649702895041765,-6.51041261386126,1.06686792663189,29.0466131664883,0.586825222452767
"160",160,17.3455138083091,0.364233283600747,-0.240666777826846,1.90303086447129,66.0180962746501,0.743103372184364
"161",161,20.4758377316162,0.331053455351739,4.59713788237423,2.09376210806647,85.7430663467513,0.764821379219444
"162",162,18.6160969043725,0.235013890014048,-3.61113105434924,2.94938814262643,109.812190943481,0.830938290843374
"163",163,16.5100607171458,0.129800607628215,-6.59002679400146,5.34009195508015,176.330484827031,0.906370806706102
"164",164,19.269747926473,0.870806199412353,-3.43689281027764,0.795983286554118,30.6767945711668,0.499691110217908
"165",165,24.5723933717181,0.880323116629107,-4.67060188762844,0.787378142714362,38.6955309101401,0.496466851602986
"166",166,20.5901459014545,0.767460664054161,-6.96207870263606,0.903169651586245,37.1927897998532,0.5373263065202
"167",167,9.869512966211,0.513887325663543,1.04053949937224,1.34883104903383,26.6246110553347,0.654279465120863
"168",168,22.3629393490785,0.763345173903981,-4.49780336115509,0.908038989773103,40.6128417097888,0.538930848600886
"169",169,11.6166790796035,0.222701675144489,2.63032420538366,3.11244708918436,72.3125979746013,0.839672701574105
"170",170,20.1111698985916,0.490183113641597,-8.48054521717131,1.41405764758096,56.8767071938066,0.667313485711029
"171",171,14.1952772582524,0.799764776414964,7.71733780391514,0.866688807760522,24.6057758455696,0.525023646864255
"172",172,23.337641331274,0.245996888429276,-1.00369528867304,2.81770710591416,131.517275628813,0.823184106099327
"173",173,9.22080583076449,0.892246619691304,-6.15843371488154,0.776856045472896,14.3264775075222,0.492480972532107
"174",174,8.16902050144524,0.406128241983381,8.72958636377007,1.70671996898041,27.884460833654,0.71668689605951
"175",175,7.65606536486657,0.20931431124997,6.96175316814333,3.31151356264487,50.7063285845026,0.849212364617015
"176",176,14.6923394214117,0.461419147958026,7.13334361556917,1.50220723094699,44.1418770367444,0.683654754591386
"177",177,16.8314932275537,0.407636936148941,1.6237941198051,1.70040327333509,57.2406523584993,0.715757534889553
"178",178,22.961815251595,0.412172085978924,-3.77372251823545,1.6816936520912,77.2294778981965,0.712973228032151
"179",179,24.5495217902505,0.767800860358224,8.24993566609919,0.902769476237044,44.3251178569087,0.537194053748872
"180",180,10.6522372936112,0.287721109330214,0.0880173733457923,2.40909393882681,51.3244805979672,0.794130364634866
"181",181,13.5715025176125,0.474797873463135,-9.06745410058647,1.45987844365053,39.6254879468228,0.675982201406772
"182",182,11.6115833262259,0.805140189197305,2.75375511031598,0.860902473705837,19.9928816183787,0.523025667491764
"183",183,13.4787402887083,0.939915744812285,6.28038129769266,0.737456718206564,19.8799751577388,0.477120860722504
"184",184,19.6709024217793,0.227949417292278,-1.0745078837499,3.04079382519846,119.630317240456,0.835944902790131
"185",185,14.6869927593014,0.93060562612015,-5.64471710007638,0.744834504654557,21.8787579534786,0.480050446795777
"186",186,19.0652217391635,0.561870960746314,-0.636058691889048,1.23364122545017,47.0392870195616,0.629071667712763
"187",187,15.8462088963364,0.414650866204129,0.969783798791468,1.67164049819859,52.9783290680612,0.711457361429882
"188",188,16.6195319097579,0.507698199188049,-1.29814938176423,1.36527405783294,45.3804315394385,0.65764512890259
"189",189,15.6967233983668,0.528928456446447,4.4943565223366,1.31047436021269,41.1403071058208,0.646209722963656
"190",190,11.0779303798093,0.250394229503273,-1.19751644320786,2.76822346080018,61.3323735489986,0.820090482021689
"191",191,19.8605121048418,0.602479567936989,1.27400446217507,1.15049076756814,45.6986716315915,0.608932317900886
"192",192,19.5308690577614,0.505407577601641,-1.27445458434522,1.37146178901631,53.5716812380013,0.658897476664025
"193",193,6.38800767117395,0.329214939373221,-3.3116517495364,2.10545481890828,26.8993230689925,0.766044105675864
"194",194,18.8501445512691,0.922795177427071,-9.51769331004471,0.751138711509711,28.3181465800242,0.482534043685079
"195",195,23.5001859472599,0.900853239592386,-2.05418397672474,0.769434076602286,36.1636877486239,0.489640413344469
"196",196,13.0034500090435,0.885282172201495,-7.93387223500758,0.782967512873603,20.3625578247141,0.494801901055836
"197",197,22.1768241594187,0.465553637787222,-7.03402554616332,1.48886642547672,66.0366578293191,0.681270305971459
"198",198,21.0640892981229,0.868283342320673,7.60652533266693,0.798296070850975,33.6307594454911,0.500552299674166
"199",199,8.17003757636928,0.331386959753856,-4.7338267415762,2.09165496757867,34.1777993638344,0.76459978797912
"200",200,10.8832245709983,0.754608590708281,0.665851589292288,0.918551934201216,19.9936139600734,0.542365586707457
"201",201,18.00308957245,0.327686483823194,5.5035627214238,2.1152754684076,76.1629874562962,0.767062106259203
"202",202,7.866529019746,0.247378504979933,-7.2066643787548,2.80197012515769,44.0835586040286,0.822211402422455
"203",203,12.3714276635032,0.721428322828451,-0.735643673688173,0.960798403148872,23.7728958875314,0.555772079180422
"204",204,19.5720593191957,0.579011179713063,-8.85202954523265,1.19712227474337,46.8602963472155,0.620440435492349
"205",205,6.41795011342421,0.574379213243653,8.09211080893874,1.20677622827884,15.4900592623197,0.622753919541068
"206",206,12.7747712149671,0.613891555718895,1.82319915853441,1.12910362441496,28.8480809597826,0.603463201444193
"207",207,16.9647459333152,0.412463731156598,1.46994212176651,1.68050455882818,57.0186657605962,0.712794657363489
"208",208,7.64871771990087,0.37912026929838,-2.4134615669027,1.82830419972723,27.9683654596456,0.733583704302
"209",209,7.3853333440407,0.679547115377067,-9.375952295959,1.02001342493424,15.066278317072,0.573547387224323
"210",210,12.8389211755541,0.10164551323983,-8.50591978989542,6.81925997977384,175.103882711854,0.926678348586858
"211",211,10.9674450436119,0.586920907229626,0.470317341387272,1.18098907710023,25.9048656004054,0.616522122247567
"212",212,17.8497817084682,0.166096588802067,0.385331776924431,4.17315723073609,148.979891207509,0.880215065568651
"213",213,15.2106021124926,0.556187224475367,-6.36315673124045,1.24624793605025,37.9123629775511,0.631976639055211
"214",214,24.6907895249534,0.339286575342431,-5.58044092264026,2.04295492640808,100.884340193817,0.759370080198749
"215",215,8.37888901664059,0.243156657279492,4.6640766877681,2.85061979513569,47.7700537841613,0.825185705019761
"216",216,8.00811808458757,0.79472755812866,1.787866265513,0.872182137727921,13.9690751003864,0.526908478245923
"217",217,20.5625384977586,0.370473974287274,8.63429006189108,1.87097401887255,76.9439505827457,0.739095221054419
"218",218,11.8902079698725,0.407279460551488,1.09557393938303,1.70189574407059,40.4717886800807,0.71597760083334
"219",219,11.4396884673682,0.467097598391285,9.18951872736216,1.48394507474924,33.9517387156335,0.680382936964867
"220",220,16.5438975228959,0.517733877002196,-5.31246365979314,1.3388097850066,44.298263771599,0.652200987775835
"221",221,22.4660014706596,0.653031796175648,-0.923606441356242,1.06142945047887,47.6921511909193,0.58531815774658
"222",222,10.1810372835278,0.186793895320096,-1.12953589763492,3.71075928028667,75.5587571655909,0.865337295630687
"223",223,14.9754893418315,0.691535727805822,-0.96733680460602,1.00233025234898,30.0207720220948,0.568358842851798
"224",224,7.16448044044929,0.357975076622519,2.68856612499803,1.93630011088974,27.7451685426186,0.747147719793363
"225",225,8.18119052323256,0.191239869453585,4.14047375321388,3.62449097324957,59.3053024037827,0.86214766300863
"226",226,17.7088605904885,0.618208101951831,-3.42501407954842,1.12121982609337,39.7110511831587,0.601415850884148
"227",227,19.1272777886971,0.992901430649314,-6.59893457777798,0.698102711068366,26.7056089592944,0.46106388422484
"228",228,18.2696273845744,0.921419305413754,-9.70580158755183,0.752260318931233,27.4870314461494,0.482974022194133
"229",229,13.2381373069408,0.815341582475862,0.363759156316519,0.850131031530537,22.508302648585,0.519271551146404
"230",230,7.44630459476866,0.843062769834978,-9.39589880872518,0.822177428966081,12.2443671340504,0.509313410935278
"231",231,12.6132314159735,0.251892707386151,8.10616759117693,2.75175564927075,69.4170616089289,0.819037792577219
"232",232,10.1641615106301,0.508551690879088,-1.09853913541883,1.36298274687036,27.7071535507853,0.65717942752806
"233",233,7.34288228224471,0.703048420172942,-8.84442062117159,0.985916703133248,14.4789405824125,0.563452679209347
"234",234,19.7437262870404,0.586288407558943,8.56841670814902,1.18226315175822,46.684560135136,0.616833957731804
"235",235,8.47337495493909,0.737960568201843,0.318904300220311,0.939274007890296,15.9176417085658,0.549019685571611
"236",236,15.3083376237054,0.787107569325894,6.2992874160409,0.880625733473228,26.9618320962627,0.529783040383667
"237",237,12.4458233238063,0.831621727652558,-2.76960710529238,0.833488541138182,20.7469022508457,0.513380821748217
"238",238,23.9769626277851,0.734707504851485,5.39576357696205,0.94343283004855,45.2413074157993,0.550336859800892
"239",239,10.0042519256166,0.230416785346765,-3.2170117739588,3.00823214557392,60.1902244701193,0.834194690401383
"240",240,24.1059957300133,0.959897837153197,-6.49571298155934,0.722105159248651,34.8141277709372,0.470944310694398
"241",241,23.8208181156184,0.308957741235523,-0.594414281658828,2.2435015798214,106.884086150056,0.779642303785215
"242",242,16.7660770369171,0.113556197857505,-9.00134832132608,6.10400131069673,204.680312417169,0.918086927031521
"243",243,12.656226243254,0.503373004297872,-5.77613474801183,1.37700507306064,34.8553754855281,0.660012877310962
"244",244,9.48025301180739,0.829029133545578,4.35047278180718,0.836095080996134,15.8527858195419,0.514310756534148
"245",245,16.9419591398439,0.138180871300458,-1.29453718196601,5.01623107479747,169.969563810468,0.900327951886595
"246",246,8.91295134593265,0.15812806391113,3.61166265327483,4.3834545457377,78.1390341865348,0.885952485073327
"247",247,24.1363701441992,0.450461321236215,-0.887902765534818,1.53874960597665,74.2796600981862,0.69003219842928
"248",248,12.822076235836,0.387704766632872,-1.78008361719549,1.78782217866386,45.8471845418928,0.7281601515364
"249",249,15.043606641962,0.148785558173779,-7.2467067046091,4.65869933256801,140.167280444649,0.892683549508628
"250",250,17.5893321828027,0.602262585190467,2.35853391699493,1.15090526558401,40.4873100545877,0.609037102945784
"251",251,9.54116681782359,0.136295226185424,9.63545159902424,5.08563065603594,97.045700926153,0.901687537547035
"252",252,14.5588466229941,0.79510902461892,1.78859688807279,0.871763694157737,25.3837478294745,0.526765313357139
"253",253,23.1620097993482,0.657491503009747,-0.512039605528116,1.05422986819903,48.8361650759828,0.583309495545794
"254",254,10.3422149561157,0.977453611391314,-6.55033197253942,0.709135628005216,14.66806619574,0.465639766163543
"255",255,16.314944880305,0.980339360047181,-8.43542522750795,0.707048200662459,23.0709048430537,0.464778512038453
"256",256,11.3662345678024,0.544486761761115,-2.94567668810487,1.27302852748521,28.939081709802,0.63802466537793
"257",257,24.6882206417809,0.513039601979172,-7.04328607302159,1.35105979711111,66.7105247426378,0.65473889951972
"258",258,23.913715082183,0.694955051863392,-5.71599870920181,0.997398578082713,47.7030108392889,0.566893931663587
"259",259,11.3927075694201,0.454126484627906,-8.39405013248324,1.52633066782679,34.7780779055766,0.687889732537311
"260",260,22.1373835434474,0.506499908480367,4.72920089494437,1.36850405884488,60.5901984628274,0.658299816207413
"261",261,7.1274057005417,0.61200515581348,7.95888938009739,1.13258389079845,16.1447697592372,0.604361587705866
